root_uid	argmention_id	child_uid	textoffset_startchar	textoffset_endchar	text_string	mediamention_signaltype	mediamention_starttime	mediamention_endtime	keyframe_id	mediamention_coordinates	description	type	subtype	subsubtype	arg_status	level
IC001L3XW	EMIC001L3XW.000624	IC001L4P2	30	36	Україні	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	country	country	base	nam
IC001L3XW	EMIC001L3XW.000671	IC001L4P2	1558	1573	Олексій Колесник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L3XW	EMIC001L3XW.000684	IC001L4P2	30	36	Україні	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	country	country	base	nam
IC001L3XW	EMIC001L3XW.000731	IC001L4P2	1558	1573	Олексій Колесник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L3XW	EMIC001L3XW.000744	IC001L4P2	30	36	Україні	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	country	country	base	nam
IC001L3XW	EMIC001L3XW.000838	IC001L4P2	1986	1999	Сергій Вальтер	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L3XW	EMIC001L3XW.000851	IC001L4P2	2054	2063	Мелітополі	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC001L3XW	EMIC001L3XW.000877	IC001L4P2	2078	2081	його	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	pro
IC001L3XW	EMIC001L3XW.000890	IC001L4P2	2068	2076	Запоріжжі	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	provincestate	provincestate	base	nam
IC001L3XW	EMIC001L3XW.000937	IC001L4P2	1986	1999	Сергій Вальтер	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L3XW	EMIC001L3XW.000976	IC001L4P2	2054	2063	Мелітополі	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC001L3XW	EMIC001L3XW.000989	IC001L4P2	2068	2076	Запоріжжі	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	provincestate	provincestate	base	nam
IC001L3XW	EMIC001L3XW.001002	IC001L4P2	2037	2050	своєму будинку	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	house	base	nom
IC001L3XW	EMIC001L3XW.001083	IC001L4P2	1804	1816	правоохоронці	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	org	government	lawenforcementagency	base	nom
IC001L3XW	EMIC001L3XW.001096	IC001L4P2	1852	1855	йому	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	pro
IC001L3XW	EMIC001L3XW.001109	IC001L4P2	1882	1892	хабарництві	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	crm	financialcrime	forgery	base	EMPTY_NA
IC001L3XW	EMIC001L3XW.001122	IC001L4P2	1763	1772	Мелітополя	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC001L3XW	EMIC001L3XW.003442	IC001L4P2	1897	1914	службовій підробці	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	crm	politicalcrime	abuseofoffice	base	EMPTY_NA
IC001L3XW	EMIC001L3XW.001203	IC001L4P2	1931	1933	суд	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	org	government	lawenforcementagency	base	nom
IC001L3XW	EMIC001L3XW.001216	IC001L4P2	1964	1967	його	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	mayor	base	pro
IC001L3XW	EMIC001L3XW.001229	IC001L4P2	1882	1892	хабарництві	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	crm	financialcrime	forgery	base	EMPTY_NA
IC001L3XW	EMIC001L3XW.001242	IC001L4P2	1763	1772	Мелітополя	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC001L3XW	EMIC001L3XW.003455	IC001L4P2	1897	1914	службовій підробці	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	crm	politicalcrime	abuseofoffice	base	EMPTY_NA
IC001L3XW	EMIC001L3XW.001323	IC001L4P2	2252	2267	Олександр Бордюг	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	professionalposition	unspecified	base	nam
IC001L3XW	EMIC001L3XW.001336	IC001L4P2	2161	2176	Мелітопольського	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC001L3XW	EMIC001L3XW.001430	IC001L4P2	2555	2569	Михайло Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L3XW	EMIC001L3XW.001443	IC001L4P2	2584	2610	17 поверху власної квартири	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	apartmentbuilding	base	nom
IC001L3XW	EMIC001L3XW.001456	IC001L4P2	30	36	Україні	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	country	country	base	nam
IC001L3XW	EMIC001L3XW.001503	IC001L4P2	2555	2569	Михайло Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L3XW	EMIC001L3XW.001516	IC001L4P2	2584	2610	17 поверху власної квартири	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	apartmentbuilding	base	nom
IC001L3XW	EMIC001L3XW.001529	IC001L4P2	30	36	Україні	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	country	country	base	nam
IC001L3XW	EMIC001L3XW.001657	IC001L4P2	2631	2638	Чечетова	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L3XW	EMIC001L3XW.001670	IC001L4P2	30	36	Україні	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	country	country	base	nam
IC001L3XW	EMIC001L3XW.002252	IC001L4P2	2914	2920	Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L3XW	EMIC001L3XW.002265	IC001L4P2	30	36	Україні	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	country	country	base	nam
IC001L3XW	EMIC001L3XW.003429	IC001L4P2	2884	2887	всім	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	pro
IC001L3XW	EMIC001L3XW.001738	IC001L4P2	2981	2997	Станіслав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	nam
IC001L3XW	EMIC001L3XW.001751	IC001L4P2	3013	3019	рушниці	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	wea	gun	firearm	base	nom
IC001L3XW	EMIC001L3XW.001764	IC001L4P2	30	36	Україні	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	country	country	base	nam
IC001L3XW	EMIC001L3XW.001811	IC001L4P2	2981	2997	Станіслав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L3XW	EMIC001L3XW.001824	IC001L4P2	3013	3019	рушниці	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	wea	gun	firearm	base	nom
IC001L3XW	EMIC001L3XW.001837	IC001L4P2	30	36	Україні	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	country	country	base	nam
IC001L3XW	EMIC001L3XW.002012	IC001L4P2	4010	4030	Олександра Пеклушенка	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	governor	base	nam
IC001L3XW	EMIC001L3XW.002025	IC001L4P2	3922	3933	вогнепальним	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	wea	gun	firearm	base	nom
IC001L3XW	EMIC001L3XW.002038	IC001L4P2	3888	3903	селищі Сонячному	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	village	base	nom
IC001L3XW	EMIC001L3XW.002051	IC001L4P2	3909	3918	Запоріжжям	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	provincestate	provincestate	base	nam
IC001L3XW	EMIC001L3XW.002179	IC001L4P2	3745	3763	обласна прокуратура	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	org	government	prosecutoroffice	base	nom
IC001L3XW	EMIC001L3XW.002192	IC001L4P2	3785	3794	Пеклушенка	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	governor	base	nam
IC001L3XW	EMIC001L3XW.002205	IC001L4P2	3809	3872	організації масових заворушень за попередньою змовою групою осіб	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	crm	behaviorcrime	organizedcrime	base	EMPTY_NA
IC001L3XW	EMIC001L3XW.002218	IC001L4P2	3909	3918	Запоріжжям	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	provincestate	provincestate	base	nam
IC001L3XW	EMIC001L3XW.002278	IC001L4P2	3022	3038	53-річний політик	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nom
IC001L3XW	EMIC001L3XW.002291	IC001L4P2	3088	3091	всіх	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	pro
IC001L3XW	EMIC001L3XW.002711	IC001L4P2	4958	4974	Олега Калашнікова	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L3XW	EMIC001L3XW.002724	IC001L4P2	4988	5008	біля власної квартири	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	apartmentbuilding	base	nom
IC001L3XW	EMIC001L3XW.002758	IC001L4P2	4958	4974	Олега Калашнікова	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L3XW	EMIC001L3XW.002771	IC001L4P2	4988	5008	біля власної квартири	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	apartmentbuilding	base	nom
IC001L3XW	EMIC001L3XW.002852	IC001L4P2	5122	5132	Калашникову	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L3XW	EMIC001L3XW.002865	IC001L4P2	30	36	Україні	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	country	country	base	nam
IC001L3XW	EMIC001L3XW.002899	IC001L4P2	5361	5364	Його	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	professionalposition	journalist	base	pro
IC001L3XW	EMIC001L3XW.002912	IC001L4P2	5387	5409	двоє невідомих у масках	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	combatant	unspecified	base	nom
IC001L3XW	EMIC001L3XW.002925	IC001L4P2	30	36	Україні	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	country	country	base	nam
IC001L3XW	EMIC001L3XW.003126	IC001L4P2	5387	5409	двоє невідомих у масках	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	combatant	unspecified	base	nom
IC001L3XW	EMIC001L3XW.003139	IC001L4P2	5361	5364	Його	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	professionalposition	journalist	base	pro
IC001L3XW	EMIC001L3XW.003152	IC001L4P2	30	36	Україні	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	country	country	base	nam
IC001L3XW	EMIC001L3XW.003186	IC001L4P2	4010	4030	Олександра Пеклушенка	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	governor	base	nam
IC001L3XW	EMIC001L3XW.003199	IC001L4P2	3888	3903	селищі Сонячному	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	village	base	nom
IC001L3XW	EMIC001L3XW.003403	IC001L4P2	3922	3933	вогнепальним	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	wea	gun	firearm	base	nom
IC001L47V	EMIC001L47V.000024	IC001L4PD	2551	2566	Микола Сергієнко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	professionalposition	unspecified	base	nam
IC001L47V	EMIC001L47V.000037	IC001L4PD	2551	2566	Микола Сергієнко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	professionalposition	unspecified	base	nam
IC001L47V	EMIC001L47V.000050	IC001L4PD	2457	2504	мисливського карабіна Blazer P93 калібру 7,62 мм	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	wea	gun	firearm	base	nom
IC001L47V	EMIC001L47V.000084	IC001L4PD	2440	2452	своїй квартир	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	apartmentbuilding	base	nom
IC001L47V	EMIC001L47V.000097	IC001L4PD	2551	2566	Микола Сергієнко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	professionalposition	unspecified	base	nam
IC001L47V	EMIC001L47V.000110	IC001L4PD	2551	2566	Микола Сергієнко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	professionalposition	unspecified	base	nam
IC001L47V	EMIC001L47V.000123	IC001L4PD	2457	2504	мисливського карабіна Blazer P93 калібру 7,62 мм	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	wea	gun	firearm	base	nom
IC001L47V	EMIC001L47V.000136	IC001L4PD	2440	2453	своїй квартирі	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	apartmentbuilding	base	nom
IC001L47V	EMIC001L47V.000217	IC001L4PD	2872	2887	Олексій Колесник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	governor	base	nam
IC001L47V	EMIC001L47V.000230	IC001L4PD	2872	2887	Олексій Колесник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	governor	base	nam
IC001L47V	EMIC001L47V.000243	IC001L4PD	2768	2781	своєму будинку	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	house	base	nom
IC001L47V	EMIC001L47V.000290	IC001L4PD	2872	2887	Олексій Колесник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	governor	base	nam
IC001L47V	EMIC001L47V.000303	IC001L4PD	2872	2887	Олексій Колесник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	governor	base	nam
IC001L47V	EMIC001L47V.000316	IC001L4PD	2768	2781	своєму будинку	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	house	base	nom
IC001L47V	EMIC001L47V.000397	IC001L4PD	3015	3028	Сергій Вальтер	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	mayor	base	nam
IC001L47V	EMIC001L47V.000410	IC001L4PD	3015	3028	Сергій Вальтер	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	mayor	base	nam
IC001L47V	EMIC001L47V.000423	IC001L4PD	3144	3149	петлею	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	wea	unspecified	unspecified	base	nom
IC001L47V	EMIC001L47V.000436	IC001L4PD	2950	2965	власному будинку	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	house	base	nom
IC001L47V	EMIC001L47V.000470	IC001L4PD	3015	3028	Сергій Вальтер	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	mayor	base	nam
IC001L47V	EMIC001L47V.000483	IC001L4PD	3015	3028	Сергій Вальтер	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	mayor	base	nam
IC001L47V	EMIC001L47V.000496	IC001L4PD	3144	3149	петлею	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	wea	unspecified	unspecified	base	nom
IC001L47V	EMIC001L47V.000509	IC001L4PD	2950	2965	власному будинку	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	house	base	nom
IC001L47V	EMIC001L47V.000590	IC001L4PD	3361	3375	Сергію Вальтеру	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	mayor	base	nam
IC001L47V	EMIC001L47V.000603	IC001L4PD	3430	3440	хабарництво	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	crm	financialcrime	extortion	base	EMPTY_NA
IC001L47V	EMIC001L47V.000616	IC001L4PD	3482	3515	організація злочинного угруповання	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	crm	behaviorcrime	organizedcrime	base	EMPTY_NA
IC001L47V	EMIC001L47V.000629	IC001L4PD	3518	3547	торгивля наркотікамі та зброєю	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	crm	behaviorcrime	unspecified	base	EMPTY_NA
IC001L47V	EMIC001L47V.000663	IC001L4PD	3935	3949	Михайло Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L47V	EMIC001L47V.000676	IC001L4PD	3967	4000	вікна 17-го поверху своєї квартири	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	apartmentbuilding	base	nom
IC001L47V	EMIC001L47V.000710	IC001L4PD	3935	3949	Михайло Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L47V	EMIC001L47V.000723	IC001L4PD	3935	3949	Михайло Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L47V	EMIC001L47V.000736	IC001L4PD	3967	4000	вікна 17-го поверху своєї квартири	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	apartmentbuilding	base	nom
IC001L47V	EMIC001L47V.000817	IC001L4PD	4343	4364	Генеральна прокуратура	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	org	government	prosecutoroffice	base	nom
IC001L47V	EMIC001L47V.000830	IC001L4PD	4378	4385	Чечетова	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L47V	EMIC001L47V.000843	IC001L4PD	4389	4431	зловживанні владою або службовим становищем	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	crm	politicalcrime	abuseofoffice	base	EMPTY_NA
IC001L47V	EMIC001L47V.000856	IC001L4PD	4435	4456	службовому підробленні	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	crm	financialcrime	fraud	base	EMPTY_NA
IC001L47V	EMIC001L47V.000903	IC001L4PD	5015	5031	Станіслав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L47V	EMIC001L47V.000916	IC001L4PD	5015	5031	Станіслав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L47V	EMIC001L47V.000929	IC001L4PD	4919	4939	мисливського карабіна	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	wea	gun	firearm	base	nom
IC001L47V	EMIC001L47V.000942	IC001L4PD	4955	4986	власному будинку неподалік Києва	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	house	base	nom
IC001L47V	EMIC001L47V.000976	IC001L4PD	5015	5031	Станіслав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L47V	EMIC001L47V.000989	IC001L4PD	5015	5031	Станіслав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L47V	EMIC001L47V.001002	IC001L4PD	4919	4939	мисливського карабіна	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	wea	gun	firearm	base	nom
IC001L47V	EMIC001L47V.001015	IC001L4PD	4955	4986	власному будинку неподалік Києва	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	house	base	nom
IC001L47V	EMIC001L47V.001096	IC001L4PD	5626	5645	Олександр Пеклушенко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	governor	base	nam
IC001L47V	EMIC001L47V.001109	IC001L4PD	5626	5645	Олександр Пеклушенко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	governor	base	nam
IC001L47V	EMIC001L47V.001122	IC001L4PD	5756	5802	Зброя, з якої був зроблений смертельний постріл	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	wea	gun	firearm	base	nom
IC001L47V	EMIC001L47V.001135	IC001L4PD	5700	5713	своєму будинку	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	house	base	nom
IC001L47V	EMIC001L47V.001169	IC001L4PD	6289	6316	запорізького екс-губернатора	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	governor	base	nom
IC001L47V	EMIC001L47V.001182	IC001L4PD	6289	6316	запорізького екс-губернатора	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	governor	base	nom
IC001L47V	EMIC001L47V.001195	IC001L4PD	5754	5802	. Зброя, з якої був зроблений смертельний постріл	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	wea	gun	firearm	base	nom
IC001L47V	EMIC001L47V.001208	IC001L4PD	5700	5713	своєму будинку	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	house	base	nom
IC001L47V	EMIC001L47V.001242	IC001L4PD	6754	6770	Олега Калашникова	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001L47V	EMIC001L47V.001255	IC001L4PD	6712	6716	Києві	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC001L47V	EMIC001L47V.001289	IC001L4PD	6773	6782	Екс-нардеп	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nom
