root_uid	relationmention_id	child_uid	textoffset_startchar	textoffset_endchar	text_string	mediamention_signaltype	mediamention_starttime	mediamention_endtime	keyframe_id	mediamention_coordinates	description	type	subtype	subsubtype	attribute	start_date_type	start_date	end_date_type	end_date
IC0015P0A	RMIC0015P0A.000413	IC0015P0I	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	0,0,602,450	Police at the house where Peklushenko died	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015P0A	RMIC0015P0A.000460	IC0015P0H	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	152,126,245,450	Police at the house where Peklushenko died	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015P0A	RMIC0015P0A.000481	IC0015P0L	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	85,93,302,307	Police near House where Peklushenko died	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015P0A	RMIC0015P0A.000554	IC0015P0J	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	4,5,577,422	Forensic laboratory van at the house where Peklushenko died	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015P0A	RMIC0015P0A.000601	IC0015P0K	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	118,2,592,444	Investigator at the house where Peklushenko died	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015P1E	RMIC0015P1E.000097	HC000Q7LM	14	24	экс-депутат	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	generalaffiliation	organizationpoliticalreligiousaffiliation	unspecified	none	startbefore	2015-04-15	endunk	EMPTY_NA
IC0015P3U	RMIC0015P3U.000332	HC000Q7LP	616	624	воссоздал	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Dmitriy Korchinskiy recreated URA	organizationaffiliation	founder	founder	none	starton	2008-xx-xx	endunk	EMPTY_NA
IC0015P3U	RMIC0015P3U.000379	HC000Q7LP	944	958	ответственность	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ukrainian Insurgent Army claimed responsebility for death of Oleg Kalashnikov	responsibilityblame	claimresponsibility	claimresponsibility	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015P3U	RMIC0015P3U.000716	HC000Q7LP	944	958	ответственность	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ukrainian Insurgent Army claimed responsibility for the suicide of Mikhail Chechetov	responsibilityblame	claimresponsibility	claimresponsibility	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015P3U	RMIC0015P3U.000763	HC000Q7LP	944	958	ответственность	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ukrainian Insurgent Army claimed responsibility for the death of Alexander Peklushenko	responsibilityblame	claimresponsibility	claimresponsibility	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015P4P	RMIC0015P4P.000097	HC000Q7LR	218	234	кремлевском следе	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The Kremlin killed Oles Buzina	responsibilityblame	assignblame	assignblame	none	starton	2015-04-16	endon	2015-04-16
IC0015P6B	RMIC0015P6B.000136	HC000Q7LS	2412	2416	глава	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	organizationaffiliation	leadership	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015P6B	RMIC0015P6B.000196	HC000Q7LS	2511	2523	участвовавший	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	generalaffiliation	memberoriginreligionethnicity	unspecified	none	startunk	EMPTY_NA	endon	2015-04-16
IC0015P6B	RMIC0015P6B.000342	HC000Q7LS	2643	2658	народный депутат	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	generalaffiliation	organizationpoliticalreligiousaffiliation	unspecified	none	startunk	EMPTY_NA	endon	2015-04-15
IC0015P6B	RMIC0015P6B.000389	HC000Q7LS	505	533	взяла на себя ответственность	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	responsibilityblame	claimresponsibility	claimresponsibility	hedged	starton	2015-04-17	endon	2015-04-17
IC0015P6B	RMIC0015P6B.000436	HC000Q7LS	505	533	взяла на себя ответственность	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	responsibilityblame	claimresponsibility	claimresponsibility	hedged	startbefore	2015-04-17	endon	2015-04-17
IC0015P6B	RMIC0015P6B.000483	HC000Q7LS	575	579	главы	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	organizationaffiliation	leadership	unspecified	none	startunk	EMPTY_NA	endon	2015-04-15
IC0015P6B	RMIC0015P6B.000530	HC000Q7LS	643	659	экс-шеф-редактора	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	organizationaffiliation	employmentmembership	unspecified	none	startunk	EMPTY_NA	endon	2015-04-16
IC0015P6B	RMIC0015P6B.000843	HC000Q7LS	1033	1039	послали	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	generalaffiliation	artifactpoliticalorganizationreligiousaffiliation	unspecified	none	starton	2015-04-17	endon	2015-04-17
IC0015WHR	RMIC0015WHR.000319	HC000ZXRL	688	700	экс-регионала	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Kalashnikov was member of the Party of the Regions	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015Y3K	RMIC0015Y3K.000157	IC0015Y3O	85	89	мэров	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015Y47	RMIC0015Y47.000196	HC000Q8JI	EMPTY_NA	EMPTY_NA	EMPTY_NA	sound	49.555	103.191	HC000Q8JI_11	0,0,640,360 	Anatoly Shariy blames Ukrainian Government for killing of Oles Buzyna	responsibilityblame	assignblame	assignblame	none	starton	2015-04-12	endunk	EMPTY_NA
IC0015Y8W	RMIC0015Y8W.000413	HC000Q8KG	EMPTY_NA	EMPTY_NA	EMPTY_NA	sound	50.555	58.491	HC000Q8KG_13	0,0,1280,720 	Ukrainian Insurgent Army claimed responsibility for the murder of Oles Buzina	responsibilityblame	claimresponsibility	claimresponsibility	none	starton	2015-04-17	endon	2015-04-17
IC0015Y8W	RMIC0015Y8W.000708	HC000Q8KG	EMPTY_NA	EMPTY_NA	EMPTY_NA	sound	80.241	100.228	HC000Q8KG_23	0,0,1280,720 	Russia is responsible for the murder of Oleg Kalashnikov	responsibilityblame	assignblame	assignblame	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015Y8W	RMIC0015Y8W.000755	HC000Q8KG	EMPTY_NA	EMPTY_NA	EMPTY_NA	sound	80.241	100.228	HC000Q8KG_23	0,0,1280,720 	Russia is responsible for the murder of Oles Buzina	responsibilityblame	assignblame	assignblame	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015YAT	RMIC0015YAT.000311	IC0015YAW	2580	2586	вытупал	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endbefore	2015-04-16
IC0015YAT	RMIC0015YAT.000734	IC0015YAX	EMPTY_NA	EMPTY_NA	EMPTY_NA	sound	26.56	32.109	IC0015YAX_2	0,0,640,328 	Kalashnikov was a member of party of Regions	generalaffiliation	organizationpoliticalreligiousaffiliation	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015YAT	RMIC0015YAT.000841	IC0015YAX	EMPTY_NA	EMPTY_NA	EMPTY_NA	sound	35.687	42.177	IC0015YAX_3	0,0,640,328 	Many famous people were killed in Ukraine recently	measurement	size	count	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015YAT	RMIC0015YAT.000948	IC0015YAX	EMPTY_NA	EMPTY_NA	EMPTY_NA	sound	70.791	75.062	IC0015YAX_9	0,0,640,328 	No murderers  of famous people have been found yet  in Ukraine	responsibilityblame	assignblame	assignblame	not	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015Z1K	RMIC0015Z1K.000196	HC000SPC5	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	85,9,1174,616	Michail Chechetov former PM and a member of Party of the Regions	organizationaffiliation	employmentmembership	membership	none	startbefore	2015-xx-xx	endon	2015-02-28
IC0015Z1K	RMIC0015Z1K.000243	HC000SPC6	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	6,3,309,203	Michail Chechetov former PM and a member of Party of the Regions	organizationaffiliation	employmentmembership	membership	none	startbefore	2015-xx-xx	endon	2015-02-xx
IC0015Z40	RMIC0015Z40.000003	HC000ZPS9	4896	4917	Публицист Олесь Бузина	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Publicist Oles Buzina	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015Z40	RMIC0015Z40.000097	HC000ZPS9	5158	5158	в	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	House in the center city	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015Z40	RMIC0015Z40.000144	HC000ZPS9	5043	5050	обвинила	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	responsibilityblame	assignblame	assignblame	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015Z40	RMIC0015Z40.000251	HC000ZPS9	4960	4962	был	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Oles Buzina was chief editor of "Segodnya" newspaper	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015Z40	RMIC0015Z40.000345	HC000ZPS9	5447	5461	Дениса Полищука	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Denis Polischuk is a suspect	personalsocial	role	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015Z40	RMIC0015Z40.000392	HC000ZPS9	5337	5349	подозреваемых	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Andrei Medvedko is a suspect	personalsocial	role	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015Z40	RMIC0015Z40.000439	HC000ZPS9	5367	5395	бойцов батальона МВД "Гарпун"	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Denis Polischuk is a fighters of the battalion of the Ministry of Interior "Harpoon"	organizationaffiliation	employmentmembership	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015Z40	RMIC0015Z40.000486	HC000ZPS9	5367	5395	бойцов батальона МВД "Гарпун"	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Andrei Medvedko is a fighters of the battalion of the Ministry of Interior	organizationaffiliation	employmentmembership	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015Z40	RMIC0015Z40.000533	HC000ZPS9	5367	5372	бойцов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Denis Polischuk is a fighter	personalsocial	role	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015Z40	RMIC0015Z40.000580	HC000ZPS9	5367	5372	бойцов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Andrei Medvedko is a fighter	personalsocial	role	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015Z40	RMIC0015Z40.000627	HC000ZPS9	5399	5404	членов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Denis Polischuk is a member of one of the nationalist associations	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015Z40	RMIC0015Z40.000674	HC000ZPS9	5399	5404	членов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Andrei Medvedko is a member of one of the nationalist associations	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015Z61	RMIC0015Z61.000063	HC000T6AK	951	959	курировал	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	V.Abakumov was in charge of the killer-radical group from Kharkiv	organizationaffiliation	leadership	unspecified	none	startbefore	2015-04-xx	endunk	EMPTY_NA
IC0015Z61	RMIC0015Z61.000110	HC000T6AK	860	897	чиновника харьковской госадминистрации	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	organizationaffiliation	employmentmembership	employment	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015Z61	RMIC0015Z61.000204	HC000T6AK	1954	1962	начальник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Anatolyiy Dublik aka Dublon is a head of SBU department	organizationaffiliation	employmentmembership	employment	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015ZAG	RMIC0015ZAG.000050	HC000T6AD	217	225	журналист	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Journalist Oles Buzina	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015ZAG	RMIC0015ZAG.000097	HC000T6AD	242	248	политик	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Politician Oleg Kalashnikov	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015ZAG	RMIC0015ZAG.000379	HC000T6AD	2550	2556	являлся	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Kalashnikov supported Antimaydan	evaluate	sentiment	positive	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015ZAG	RMIC0015ZAG.000520	HC000T6AD	3061	3070	критиковал	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Kalashnikov criticized government	evaluate	sentiment	negative	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015ZAG	RMIC0015ZAG.000635	HC000T6AD	4565	4573	редактора	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Oles Buzina was editor of the Segodnya newspaper	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endon	2015-03-xx
IC0015ZAG	RMIC0015ZAG.000682	HC000T6AD	4550	4556	покинул	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Oles Buzina worked in the newspaper Segodnya	organizationaffiliation	employmentmembership	employment	none	startunk	EMPTY_NA	endon	2015-03-xx
IC0015ZAG	RMIC0015ZAG.000917	HC000SQ0V	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	0,0,620,420	Oleg Kalashnikov is Antimaydan supporter	evaluate	sentiment	positive	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015ZFF	RMIC0015ZFF.000003	HC000T6AA	87	98	присутствует	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Russian trace is present in the killing of Oles Buzina	responsibilityblame	assignblame	assignblame	hedged	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015ZFF	RMIC0015ZFF.000217	HC000T6AA	433	444	иностранными	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Car was from Latvia	generalaffiliation	artifactpoliticalorganizationreligiousaffiliation	nationalitycitizen	hedged	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015ZFF	RMIC0015ZFF.000264	HC000T6AA	433	444	иностранными	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Car was from Belorussia	generalaffiliation	artifactpoliticalorganizationreligiousaffiliation	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015ZFF	RMIC0015ZFF.000520	HC000T6AA	1129	1141	экс-регионала	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Oleg Kalashnikov was member of the Party of Regions	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015ZFR	RMIC0015ZFR.000063	HC000T6A9	221	228	писатель	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Olws Buzina was a writer	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015ZFR	RMIC0015ZFR.000110	HC000T6A9	231	237	историк	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Olws Buzina was a historian	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015ZFR	RMIC0015ZFR.000157	HC000T6A9	241	249	журналист	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Olws Buzina was a journalist	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015ZFR	RMIC0015ZFR.000204	HC000T6A9	4001	4010	критиковал	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Oles Buzina criticized government of Yanukovich	evaluate	sentiment	negative	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015ZFR	RMIC0015ZFR.000225	HC000T6A9	2522	2555	одним из организаторов Антимайдана	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Oleg Kalashnikov was one of the organizers of Antimaidan	organizationaffiliation	leadership	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015ZFR	RMIC0015ZFR.000345	HC000T6A9	4057	4062	принял	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Oles Buzina did not support Maidan	evaluate	sentiment	negative	not	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015ZFR	RMIC0015ZFR.000392	HC000T6A9	5649	5663	Ответственность	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	URA claimed responsibility for the killing	responsibilityblame	claimresponsibility	claimresponsibility	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001609R	RMIC001609R.001285	HC000T693	6406	6423	экс-мэр Мелитополя	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Sergei Valter was a mayor of Melitopol	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001609R	RMIC001609R.001379	HC000T693	6427	6430	член	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Sergei Valter was member of the Party of Regions	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00160YF	RMIC00160YF.000235	HC000T681	1814	1833	стрелявших было двое	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	measurement	size	count	none	starton	2015-04-16	endon	2015-04-16
IC00160YF	RMIC00160YF.000282	HC000T681	2113	2120	заметили	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	physical	locatednear	unspecified	none	starton	2015-04-16	endon	2015-04-16
IC001610X	RMIC001610X.000123	HC000T680	139	181	председатель Харьковского областного совета	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	organizationaffiliation	employmentmembership	employment	none	starton	2002-xx-xx	endon	2004-xx-xx
IC001610X	RMIC001610X.000350	HC000T680	2179	2233	первого заместителя генерального директора Укрзалізниці	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	organizationaffiliation	employmentmembership	employment	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001612D	RMIC001612D.000650	HC000T67X	1925	1933	экс-глава	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	organizationaffiliation	employmentmembership	employment	none	startbefore	2015-02-28	endbefore	2015-02-28
IC001612D	RMIC001612D.000869	HC000T67X	2110	2125	народный депутат	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	generalaffiliation	organizationpoliticalreligiousaffiliation	unspecified	none	startbefore	2015-03-09	endbefore	2015-03-09
IC001612D	RMIC001612D.001036	HC000T67X	2236	2297	экс-глава Запорожской облгосадминистрации Александр Пеклушенко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	organizationaffiliation	employmentmembership	employment	none	startbefore	2015-03-12	endbefore	2015-03-12
IC00161RN	RMIC00161RN.000003	HC000T671	108	115	деятелей	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Chechetov was member of the Party of Regions	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00161RN	RMIC00161RN.000050	HC000T671	108	115	деятелей	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Melnik was member of the Party of Regions	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00161RN	RMIC00161RN.000097	HC000T671	108	115	деятелей	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Peklushenko was member of the Party of Regions	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00161RN	RMIC00161RN.000191	HC000T671	288	322	экс-губернатора Запорожской области	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Alexander Peklushenko was a governor of Zaporozhye region	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00161RN	RMIC00161RN.000238	HC000T671	225	241	собственного дома	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Alexander Peklushenko owned a house	generalaffiliation	artifactpoliticalorganizationreligiousaffiliation	ownershippossession	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00161RN	RMIC00161RN.000379	HC000T671	547	562	народный депутат	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Stanislav Melnik was MP	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00161RN	RMIC00161RN.000426	HC000T671	567	581	Партии регионов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Stanislav Melnik was member of the Party of Regions	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00161RN	RMIC00161RN.000661	HC000T671	679	694	народный депутат	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Mikhail Chechetov was a MP	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00161RN	RMIC00161RN.000755	HC000T671	905	924	народными депутатами	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Peklushenko was a MP	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001L341	RMIC001L341.000003	IC001L4NK	2822	2831	экс-нардеп	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Mikhail Chechetov was MP	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001L341	RMIC001L341.000024	IC001L4NK	2834	2853	член Партии Регионов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Mikhail Chechetov was member of the Party of Regions	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001L341	RMIC001L341.000191	IC001L4NK	3915	3934	член Партии Регионов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Alexander Peklushenko was member of the Party of Regions	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001L341	RMIC001L341.000238	IC001L4NK	3941	3961	глава Запорожской ОГА	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Alexander Peklushenko was Head of Zaporizhia Regional State Administration	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001L341	RMIC001L341.000525	IC001L4NK	4879	4896	зарегистрированное	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Peklushenko owned a hunting rifle	generalaffiliation	artifactpoliticalorganizationreligiousaffiliation	ownershippossession	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001L341	RMIC001L341.000572	IC001L4NK	4768	4768	в	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	House in Solnechnoye village near Zaporozhie	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001L341	RMIC001L341.000619	IC001L4NK	6198	6207	экс-нардеп	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Oleg Kalashnikov was MP	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001L341	RMIC001L341.000666	IC001L4NK	6210	6217	регионал	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Oleg Kalashnikov was member of the Party of Regions	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001L341	RMIC001L341.000914	IC001L4NK	6722	6724	жил	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Kalashnikov lived on the 8th floor of the 16 floor apartment building	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001L341	RMIC001L341.000961	IC001L4NK	6686	6687	на	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	16 floor apartment building on the avenue of Truth	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
