root_doc_id	doc_element_id	media_type	type	subtype	subsubtype	span
IC001VFA7	IC001VFA9	video	sid	political	opposition	IC001VFA9_3
IC001VFA7	IC001VFA9	video	sid	political	opposition	IC001VFA9_4
IC001VFA7	IC001VFA9	video	transaction	transfermoney	payforservice	49.2-59.92
IC001VFA7	IC001VFA9	video	transaction	transfermoney	purchase	49.2-59.92
IC001VFA7	IC001VFA9	video	transaction	transfermoney	unspecified	49.2-59.92
IC001VFA7	IC001VFA9	video	transaction	transferownership	borrowlend	49.2-59.92
IC001VFA7	IC001VFA9	video	veh	unspecified	unspecified	IC001VFA9_3
IC001VFA7	IC001VFA9	video	veh	unspecified	unspecified	IC001VFA9_4
IC001VFA7	IC001VFZU	text	conflict	attack	unspecified	101-1421
IC001VFA7	IC001VFZU	text	conflict	attack	unspecified	2094-3724
IC001VFA7	IC001VFZU	text	conflict	demonstrate	marchprotestpoliticalgathering	101-1421
IC001VFA7	IC001VFZU	text	conflict	demonstrate	marchprotestpoliticalgathering	2094-3724
IC001VFA7	IC001VFZU	text	fac	building	unspecified	101-1421
IC001VFA7	IC001VFZU	text	fac	building	unspecified	2094-3724
IC001VFA7	IC001VFZU	text	generalaffiliation	memberoriginreligionethnicity	unspecified	101-1421
IC001VFA7	IC001VFZU	text	generalaffiliation	memberoriginreligionethnicity	unspecified	2094-3724
IC001VFA7	IC001VFZU	text	generalaffiliation	sponsorship	adviseplanorganize	101-1421
IC001VFA7	IC001VFZU	text	generalaffiliation	sponsorship	adviseplanorganize	2094-3724
IC001VFA7	IC001VFZU	text	generalaffiliation	sponsorship	helpsupport	101-1421
IC001VFA7	IC001VFZU	text	generalaffiliation	sponsorship	helpsupport	2094-3724
IC001VFA7	IC001VFZU	text	generalaffiliation	sponsorship	unspecified	101-1421
IC001VFA7	IC001VFZU	text	generalaffiliation	sponsorship	unspecified	2094-3724
IC001VFA7	IC001VFZU	text	gpe	country	country	101-1421
IC001VFA7	IC001VFZU	text	gpe	country	country	2094-3724
IC001VFA7	IC001VFZU	text	gpe	urbanarea	city	101-1421
IC001VFA7	IC001VFZU	text	gpe	urbanarea	city	2094-3724
IC001VFA7	IC001VFZU	text	justice	arrestjaildetain	arrestjaildetain	101-1421
IC001VFA7	IC001VFZU	text	justice	arrestjaildetain	arrestjaildetain	2094-3724
IC001VFA7	IC001VFZU	text	life	die	deathcausedbyviolentevents	101-1421
IC001VFA7	IC001VFZU	text	life	die	deathcausedbyviolentevents	2094-3724
IC001VFA7	IC001VFZU	text	organizationaffiliation	employmentmembership	employment	101-1421
IC001VFA7	IC001VFZU	text	organizationaffiliation	employmentmembership	employment	2094-3724
IC001VFA7	IC001VFZU	text	organizationaffiliation	founder	founder	101-1421
IC001VFA7	IC001VFZU	text	organizationaffiliation	founder	founder	2094-3724
IC001VFA7	IC001VFZU	text	org	government	agency	101-1421
IC001VFA7	IC001VFZU	text	org	government	agency	2094-3724
IC001VFA7	IC001VFZU	text	org	government	unspecified	101-1421
IC001VFA7	IC001VFZU	text	org	government	unspecified	2094-3724
IC001VFA7	IC001VFZU	text	org	militaryorganization	governmentarmedforces	101-1421
IC001VFA7	IC001VFZU	text	org	militaryorganization	governmentarmedforces	2094-3724
IC001VFA7	IC001VFZU	text	org	politicalorganization	party	101-1421
IC001VFA7	IC001VFZU	text	org	politicalorganization	party	2094-3724
IC001VFA7	IC001VFZU	text	partwhole	subsidiary	nationalitycitizen	101-1421
IC001VFA7	IC001VFZU	text	partwhole	subsidiary	nationalitycitizen	2094-3724
IC001VFA7	IC001VFZU	text	per	militarypersonnel	militaryofficer	101-1421
IC001VFA7	IC001VFZU	text	per	militarypersonnel	militaryofficer	2094-3724
IC001VFA7	IC001VFZU	text	per	politician	headofgovernment	101-1421
IC001VFA7	IC001VFZU	text	per	politician	headofgovernment	2094-3724
IC001VFA7	IC001VFZU	text	per	politician	unspecified	101-1421
IC001VFA7	IC001VFZU	text	per	politician	unspecified	2094-3724
IC001VFA7	IC001VFZU	text	per	professionalposition	minister	101-1421
IC001VFA7	IC001VFZU	text	per	professionalposition	minister	2094-3724
IC001VFA7	IC001VFZU	text	per	professionalposition	spy	101-1421
IC001VFA7	IC001VFZU	text	per	professionalposition	spy	2094-3724
IC001VFA7	IC001VFZU	text	personalsocial	unspecified	unspecified	101-1421
IC001VFA7	IC001VFZU	text	personalsocial	unspecified	unspecified	2094-3724
IC001VFA7	IC001VFZU	text	per	unspecified	unspecified	101-1421
IC001VFA7	IC001VFZU	text	per	unspecified	unspecified	2094-3724
IC001VFA7	IC001VFZU	text	physical	locatednear	unspecified	101-1421
IC001VFA7	IC001VFZU	text	physical	locatednear	unspecified	2094-3724
IC001VFA7	IC001VFZU	text	sid	political	opposition	101-1421
IC001VFA7	IC001VFZU	text	sid	political	opposition	2094-3724
IC001VFA7	IC001VFZU	text	transaction	transfermoney	payforservice	101-1421
IC001VFA7	IC001VFZU	text	transaction	transfermoney	payforservice	2094-3724
IC001VFA7	IC001VFZU	text	transaction	transfermoney	purchase	101-1421
IC001VFA7	IC001VFZU	text	transaction	transfermoney	purchase	2094-3724
IC001VFA7	IC001VFZU	text	transaction	transfermoney	unspecified	101-1421
IC001VFA7	IC001VFZU	text	transaction	transfermoney	unspecified	2094-3724
IC001VFA7	IC001VFZU	text	transaction	transferownership	borrowlend	101-1421
IC001VFA7	IC001VFZU	text	transaction	transferownership	borrowlend	2094-3724
IC001VFA7	IC001VFZU	text	veh	unspecified	unspecified	101-1421
IC001VFA7	IC001VFZU	text	veh	unspecified	unspecified	2094-3724
IC001VFH8	IC001VFHC	video	artifactexistence	artifactfailure	mechanicalfailure	122.233-164.8
IC001VFH8	IC001VFHC	video	artifactexistence	damagedestroy	damage	122.233-164.8
IC001VFH8	IC001VFHC	video	conflict	attack	bombing	122.233-164.8
IC001VFH8	IC001VFHC	video	fac	building	apartmentbuilding	IC001VFHC_45
IC001VFH8	IC001VFHC	video	fac	building	apartmentbuilding	IC001VFHC_46
IC001VFH8	IC001VFHC	video	fac	building	apartmentbuilding	IC001VFHC_47
IC001VFH8	IC001VFHC	video	fac	building	apartmentbuilding	IC001VFHC_48
IC001VFH8	IC001VFHC	video	fac	building	apartmentbuilding	IC001VFHC_49
IC001VFH8	IC001VFHC	video	fac	building	apartmentbuilding	IC001VFHC_50
IC001VFH8	IC001VFHC	video	fac	building	apartmentbuilding	IC001VFHC_51
IC001VFH8	IC001VFHC	video	generalaffiliation	sponsorship	unspecified	122.233-164.8
IC001VFH8	IC001VFHC	video	justice	investigate	unspecified	122.233-164.8
IC001VFH8	IC001VFHC	video	loc	geographicpoint	unspecified	IC001VFHC_45
IC001VFH8	IC001VFHC	video	loc	geographicpoint	unspecified	IC001VFHC_46
IC001VFH8	IC001VFHC	video	loc	geographicpoint	unspecified	IC001VFHC_47
IC001VFH8	IC001VFHC	video	loc	geographicpoint	unspecified	IC001VFHC_48
IC001VFH8	IC001VFHC	video	loc	geographicpoint	unspecified	IC001VFHC_49
IC001VFH8	IC001VFHC	video	loc	geographicpoint	unspecified	IC001VFHC_50
IC001VFH8	IC001VFHC	video	loc	geographicpoint	unspecified	IC001VFHC_51
IC001VFH8	IC001VFHC	video	movement	transportperson	evacuationrescue	122.233-164.8
IC001VFH8	IC001VFHC	video	organizationaffiliation	leadership	unspecified	122.233-164.8
IC001VFH8	IC001VFHC	video	per	militarypersonnel	unspecified	IC001VFHC_45
IC001VFH8	IC001VFHC	video	per	militarypersonnel	unspecified	IC001VFHC_46
IC001VFH8	IC001VFHC	video	per	militarypersonnel	unspecified	IC001VFHC_47
IC001VFH8	IC001VFHC	video	per	militarypersonnel	unspecified	IC001VFHC_48
IC001VFH8	IC001VFHC	video	per	militarypersonnel	unspecified	IC001VFHC_49
IC001VFH8	IC001VFHC	video	per	militarypersonnel	unspecified	IC001VFHC_50
IC001VFH8	IC001VFHC	video	per	militarypersonnel	unspecified	IC001VFHC_51
IC001VFH8	IC001VFHC	video	veh	aircraft	drone	IC001VFHC_45
IC001VFH8	IC001VFHC	video	veh	aircraft	drone	IC001VFHC_46
IC001VFH8	IC001VFHC	video	veh	aircraft	drone	IC001VFHC_47
IC001VFH8	IC001VFHC	video	veh	aircraft	drone	IC001VFHC_48
IC001VFH8	IC001VFHC	video	veh	aircraft	drone	IC001VFHC_49
IC001VFH8	IC001VFHC	video	veh	aircraft	drone	IC001VFHC_50
IC001VFH8	IC001VFHC	video	veh	aircraft	drone	IC001VFHC_51
IC001VFH8	IC001VFHE	image	artifactexistence	artifactfailure	mechanicalfailure	ENTIRE_DOCUMENT_ELEMENT
IC001VFH8	IC001VFHE	image	artifactexistence	damagedestroy	damage	ENTIRE_DOCUMENT_ELEMENT
IC001VFH8	IC001VFHE	image	conflict	attack	bombing	ENTIRE_DOCUMENT_ELEMENT
IC001VFH8	IC001VFHE	image	fac	building	apartmentbuilding	ENTIRE_DOCUMENT_ELEMENT
IC001VFH8	IC001VFHE	image	generalaffiliation	sponsorship	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001VFH8	IC001VFHE	image	justice	investigate	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001VFH8	IC001VFHE	image	loc	geographicpoint	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001VFH8	IC001VFHE	image	movement	transportperson	evacuationrescue	ENTIRE_DOCUMENT_ELEMENT
IC001VFH8	IC001VFHE	image	organizationaffiliation	leadership	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001VFH8	IC001VFHE	image	per	militarypersonnel	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001VFH8	IC001VFHE	image	veh	aircraft	drone	ENTIRE_DOCUMENT_ELEMENT
IC001VGO2	IC001VGWW	text	conflict	attack	bombing	1705-2605
IC001VGO2	IC001VGWW	text	conflict	attack	bombing	88-1545
IC001VGO2	IC001VGWW	text	conflict	attack	unspecified	1705-2605
IC001VGO2	IC001VGWW	text	conflict	attack	unspecified	88-1545
IC001VGO2	IC001VGWW	text	conflict	demonstrate	marchprotestpoliticalgathering	1705-2605
IC001VGO2	IC001VGWW	text	conflict	demonstrate	marchprotestpoliticalgathering	88-1545
IC001VGO2	IC001VGWW	text	disaster	fireexplosion	fireexplosion	1705-2605
IC001VGO2	IC001VGWW	text	disaster	fireexplosion	fireexplosion	88-1545
IC001VGO2	IC001VGWW	text	fac	building	apartmentbuilding	1705-2605
IC001VGO2	IC001VGWW	text	fac	building	apartmentbuilding	88-1545
IC001VGO2	IC001VGWW	text	fac	installation	militaryinstallation	1705-2605
IC001VGO2	IC001VGWW	text	fac	installation	militaryinstallation	88-1545
IC001VGO2	IC001VGWW	text	fac	structure	unspecified	1705-2605
IC001VGO2	IC001VGWW	text	fac	structure	unspecified	88-1545
IC001VGO2	IC001VGWW	text	fac	way	street	1705-2605
IC001VGO2	IC001VGWW	text	fac	way	street	88-1545
IC001VGO2	IC001VGWW	text	generalaffiliation	memberoriginreligionethnicity	unspecified	1705-2605
IC001VGO2	IC001VGWW	text	generalaffiliation	memberoriginreligionethnicity	unspecified	88-1545
IC001VGO2	IC001VGWW	text	generalaffiliation	sponsorship	adviseplanorganize	1705-2605
IC001VGO2	IC001VGWW	text	generalaffiliation	sponsorship	adviseplanorganize	88-1545
IC001VGO2	IC001VGWW	text	generalaffiliation	sponsorship	helpsupport	1705-2605
IC001VGO2	IC001VGWW	text	generalaffiliation	sponsorship	helpsupport	88-1545
IC001VGO2	IC001VGWW	text	generalaffiliation	sponsorship	unspecified	1705-2605
IC001VGO2	IC001VGWW	text	generalaffiliation	sponsorship	unspecified	88-1545
IC001VGO2	IC001VGWW	text	gpe	country	country	1705-2605
IC001VGO2	IC001VGWW	text	gpe	country	country	88-1545
IC001VGO2	IC001VGWW	text	gpe	provincestate	provincestate	1705-2605
IC001VGO2	IC001VGWW	text	gpe	provincestate	provincestate	88-1545
IC001VGO2	IC001VGWW	text	gpe	urbanarea	city	1705-2605
IC001VGO2	IC001VGWW	text	gpe	urbanarea	city	88-1545
IC001VGO2	IC001VGWW	text	inspection	targetaimat	targetaimat	1705-2605
IC001VGO2	IC001VGWW	text	inspection	targetaimat	targetaimat	88-1545
IC001VGO2	IC001VGWW	text	justice	arrestjaildetain	arrestjaildetain	1705-2605
IC001VGO2	IC001VGWW	text	justice	arrestjaildetain	arrestjaildetain	88-1545
IC001VGO2	IC001VGWW	text	life	injure	injurycausedbyviolentevents	1705-2605
IC001VGO2	IC001VGWW	text	life	injure	injurycausedbyviolentevents	88-1545
IC001VGO2	IC001VGWW	text	measurement	size	count	1705-2605
IC001VGO2	IC001VGWW	text	measurement	size	count	88-1545
IC001VGO2	IC001VGWW	text	movement	transportartifact	bringcarryunload	1705-2605
IC001VGO2	IC001VGWW	text	movement	transportartifact	bringcarryunload	88-1545
IC001VGO2	IC001VGWW	text	movement	transportartifact	fall	1705-2605
IC001VGO2	IC001VGWW	text	movement	transportartifact	fall	88-1545
IC001VGO2	IC001VGWW	text	movement	transportartifact	lossofcontrol	1705-2605
IC001VGO2	IC001VGWW	text	movement	transportartifact	lossofcontrol	88-1545
IC001VGO2	IC001VGWW	text	movement	transportartifact	unspecified	1705-2605
IC001VGO2	IC001VGWW	text	movement	transportartifact	unspecified	88-1545
IC001VGO2	IC001VGWW	text	movement	transportperson	evacuationrescue	1705-2605
IC001VGO2	IC001VGWW	text	movement	transportperson	evacuationrescue	88-1545
IC001VGO2	IC001VGWW	text	organizationaffiliation	leadership	headofstate	1705-2605
IC001VGO2	IC001VGWW	text	organizationaffiliation	leadership	headofstate	88-1545
IC001VGO2	IC001VGWW	text	per	combatant	unspecified	1705-2605
IC001VGO2	IC001VGWW	text	per	combatant	unspecified	88-1545
IC001VGO2	IC001VGWW	text	per	militarypersonnel	unspecified	1705-2605
IC001VGO2	IC001VGWW	text	per	militarypersonnel	unspecified	88-1545
IC001VGO2	IC001VGWW	text	per	politician	headofgovernment	1705-2605
IC001VGO2	IC001VGWW	text	per	politician	headofgovernment	88-1545
IC001VGO2	IC001VGWW	text	per	professionalposition	unspecified	1705-2605
IC001VGO2	IC001VGWW	text	per	professionalposition	unspecified	88-1545
IC001VGO2	IC001VGWW	text	per	unspecified	unspecified	1705-2605
IC001VGO2	IC001VGWW	text	per	unspecified	unspecified	88-1545
IC001VGO2	IC001VGWW	text	physical	resident	resident	1705-2605
IC001VGO2	IC001VGWW	text	physical	resident	resident	88-1545
IC001VGO2	IC001VGWW	text	responsibilityblame	assignblame	assignblame	1705-2605
IC001VGO2	IC001VGWW	text	responsibilityblame	assignblame	assignblame	88-1545
IC001VGO2	IC001VGWW	text	sid	ideological	ideological	1705-2605
IC001VGO2	IC001VGWW	text	sid	ideological	ideological	88-1545
IC001VGO2	IC001VGWW	text	transaction	transfermoney	unspecified	1705-2605
IC001VGO2	IC001VGWW	text	transaction	transfermoney	unspecified	88-1545
IC001VGO2	IC001VGWW	text	val	number	number	1705-2605
IC001VGO2	IC001VGWW	text	val	number	number	88-1545
IC001VGO2	IC001VGWW	text	veh	aircraft	drone	1705-2605
IC001VGO2	IC001VGWW	text	veh	aircraft	drone	88-1545
IC001VGO2	IC001VGWW	text	wea	unspecified	unspecified	1705-2605
IC001VGO2	IC001VGWW	text	wea	unspecified	unspecified	88-1545
IC001ZTKF	IC001V8J9	image	artifactexistence	damagedestroy	damage	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	conflict	attack	bombing	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	conflict	attack	firearmattack	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	contact	collaborate	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	contact	publicstatementinperson	broadcast	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	contact	threatencoerce	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	evaluate	deliberateness	deliberate	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	evaluate	status	hoaxfraud	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	fac	building	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	fac	structure	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	fac	way	street	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	generalaffiliation	memberoriginreligionethnicity	nationalitycitizen	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	generalaffiliation	organizationpoliticalreligiousaffiliation	nationalitycitizen	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	generalaffiliation	organizationpoliticalreligiousaffiliation	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	generalaffiliation	sponsorship	adviseplanorganize	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	generalaffiliation	sponsorship	helpsupport	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	gpe	country	country	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	gpe	provincestate	provincestate	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	gpe	urbanarea	city	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	information	make	make	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	inspection	sensoryobserve	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	justice	arrestjaildetain	arrestjaildetain	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	justice	investigate	investigatecrime	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	life	injure	injurycausedbyviolentevents	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	measurement	size	count	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	measurement	size	weight	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	movement	transportartifact	bringcarryunload	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	movement	transportartifact	fall	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	movement	transportperson	hide	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	movement	transportperson	selfmotion	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	organizationaffiliation	employmentmembership	employment	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	organizationaffiliation	leadership	headofstate	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	org	commercialorganization	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	org	government	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	org	politicalorganization	party	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	per	combatant	sniper	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	per	combatant	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	per	militarypersonnel	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	per	police	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	per	politician	headofgovernment	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	per	politician	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	per	professionalposition	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	per	unspecified	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	physical	resident	resident	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	responsibilityblame	assignblame	assignblame	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	responsibilityblame	claimresponsibility	claimresponsibility	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	val	number	number	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	val	unspecified	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	veh	aircraft	drone	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8J9	image	wea	bomb	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	artifactexistence	damagedestroy	damage	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	conflict	attack	bombing	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	conflict	attack	firearmattack	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	contact	collaborate	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	contact	publicstatementinperson	broadcast	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	contact	threatencoerce	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	evaluate	deliberateness	deliberate	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	evaluate	status	hoaxfraud	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	fac	building	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	fac	structure	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	fac	way	street	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	generalaffiliation	memberoriginreligionethnicity	nationalitycitizen	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	generalaffiliation	organizationpoliticalreligiousaffiliation	nationalitycitizen	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	generalaffiliation	organizationpoliticalreligiousaffiliation	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	generalaffiliation	sponsorship	adviseplanorganize	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	generalaffiliation	sponsorship	helpsupport	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	gpe	country	country	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	gpe	provincestate	provincestate	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	gpe	urbanarea	city	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	information	make	make	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	inspection	sensoryobserve	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	justice	arrestjaildetain	arrestjaildetain	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	justice	investigate	investigatecrime	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	life	injure	injurycausedbyviolentevents	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	measurement	size	count	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	measurement	size	weight	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	movement	transportartifact	bringcarryunload	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	movement	transportartifact	fall	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	movement	transportperson	hide	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	movement	transportperson	selfmotion	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	organizationaffiliation	employmentmembership	employment	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	organizationaffiliation	leadership	headofstate	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	org	commercialorganization	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	org	government	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	org	politicalorganization	party	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	per	combatant	sniper	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	per	combatant	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	per	militarypersonnel	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	per	police	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	per	politician	headofgovernment	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	per	politician	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	per	professionalposition	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	per	unspecified	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	physical	resident	resident	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	responsibilityblame	assignblame	assignblame	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	responsibilityblame	claimresponsibility	claimresponsibility	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	val	number	number	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	val	unspecified	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	veh	aircraft	drone	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JA	image	wea	bomb	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JB	image	artifactexistence	damagedestroy	damage	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JB	image	conflict	attack	bombing	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JB	image	conflict	attack	firearmattack	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JB	image	contact	collaborate	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JB	image	contact	publicstatementinperson	broadcast	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JB	image	contact	threatencoerce	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JB	image	evaluate	deliberateness	deliberate	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JB	image	evaluate	status	hoaxfraud	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JB	image	fac	building	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JB	image	fac	structure	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JB	image	fac	way	street	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JB	image	generalaffiliation	memberoriginreligionethnicity	nationalitycitizen	ENTIRE_DOCUMENT_ELEMENT
IC001ZTKF	IC001V8JB	image	generalaffiliation	organizationpoliticalreligiousaffiliation	nationalitycitizen	ENTIRE_DOCUMENT_ELEMENT
